run_id,source_file,source_row,version,attack_name,fl_trial_id,condition,pred_member,candidate_index,score,training_member,truth_member,answer_recognized
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,0,public_ordinary,False,2,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,0,public_ordinary,False,3,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_ordinary,False,0,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_ordinary,False,1,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_ordinary,False,2,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_ordinary,False,3,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_mirabel,False,0,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_mirabel,False,1,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_mirabel,False,2,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_mirabel,False,3,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_mirabel,False,0,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_mirabel,False,1,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_mirabel,False,2,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,private_mirabel,False,3,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_ordinary,False,0,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_ordinary,False,1,0,False,True,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_ordinary,False,2,0,False,False,False
pipeline_v1_51d0239eec7fb0d6d9c1b82c,2-firexport_basic_1789247966014.csv,265,pipeline_v1,min_k_plus_plus,1,public_ordinary,False,3,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_mirabel,False,0,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_mirabel,False,1,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_mirabel,False,2,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_mirabel,False,3,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_ordinary,False,0,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_ordinary,False,1,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_ordinary,False,2,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,public_ordinary,False,3,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_ordinary,False,0,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_ordinary,False,1,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_ordinary,False,2,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_ordinary,False,3,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_mirabel,False,0,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_mirabel,False,1,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_mirabel,False,2,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,0,private_mirabel,False,3,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_mirabel,False,0,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_mirabel,False,1,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_mirabel,False,2,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_mirabel,False,3,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_ordinary,False,0,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_ordinary,False,1,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_ordinary,False,2,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_ordinary,False,3,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_mirabel,False,0,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_mirabel,False,1,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_mirabel,False,2,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,public_mirabel,False,3,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_ordinary,False,0,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_ordinary,False,1,0,False,False,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_ordinary,False,2,0,False,True,False
pipeline_v1_65f6a1dba98035ef0f4b972a,2-firexport_basic_1789247966014.csv,272,pipeline_v1,min_k,1,private_ordinary,False,3,0,False,True,False
