source_file,source_row,run_id,status,version,attack_name,error
2-firexport_basic_1789247966014.csv,130,ad674eb52cdb9984,failed,legacy,reference,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,139,b838c8e6ff7e6e87,failed,legacy,spv_mia,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,142,b94816b626ab284b329c72b5,failed,legacy,amia,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,151,c880167cc49fd1ab,failed,legacy,min_k,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,152,c98cec2b16278352,failed,legacy,reference,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,153,cb79ac7f33686e53,failed,legacy,spv_mia,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,158,cf021f19eb94d7b7,failed,legacy,neighborhood,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,159,cf0cb9f6de21bb1d,failed,legacy,samia,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,169,dc7749da2a8692c4,failed,legacy,wbc,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,171,dd5c363a13b4a1c0,failed,legacy,zlib,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,172,dd96fa26caa27860,failed,legacy,reference,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,175,e1ae92c8af4cf608,failed,legacy,wbc,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,182,e846c2fa7b9e5596bce15ea9,failed,legacy,amia,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,186,ed21d35f87c621c8,failed,legacy,min_k,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,187,edf37fb92ac40660,failed,legacy,recall,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,188,eff60746cf0b5b49,failed,legacy,spv_mia,An error was encountered. Ending simulation.
2-firexport_basic_1789247966014.csv,201,f9b22b832dc2b4a5,failed,legacy,recall,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,204,fe9ef3d5066b619a,failed,legacy,min_k_plus_plus,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,216,loss_federated_llm_adaptation_v1_63caa0374b0333b9,failed,legacy,loss,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,217,loss_federated_llm_adaptation_v1_6b867aebd9da4cc2,duplicate,legacy,loss,"Identical metrics, trials and methodology; configuration differs only in Firestore collection. Retained first source."
2-firexport_basic_1789247966014.csv,220,loss_federated_llm_adaptation_v1_8001e692343b26b9,failed,legacy,loss,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,224,loss_federated_llm_adaptation_v1_dc377a81930c3013,failed,legacy,loss,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,225,loss_federated_llm_adaptation_v1_eea823abc13346aa,failed,legacy,loss,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,226,loss_federated_llm_adaptation_v1_f272959f4dca931e,failed,legacy,loss,[Errno 5] Input/output error
2-firexport_basic_1789247966014.csv,228,monitor_state,metadata,,,
2-firexport_basic_1789247966014.csv,229,pipeline_v1_00701fec981bc801f3e6a03d,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,230,pipeline_v1_02c15534dcdf8538d21e4d8f,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,231,pipeline_v1_030c7e14dd1517768f1fb54b,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,232,pipeline_v1_0563a602f61e49d903df2121,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,233,pipeline_v1_05a24ba89ba26d1cc9c8de84,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,235,pipeline_v1_1301f1083821a6a46e618116,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,236,pipeline_v1_155fca494271a89fb9b653ba,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,237,pipeline_v1_1793f03c6fe17ed15be3f61f,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,238,pipeline_v1_1de2fb377ed7e30d21cbde8e,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,239,pipeline_v1_217eaacef85ef04c11bba972,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,240,pipeline_v1_225bf43580071dd34117bc8f,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,241,pipeline_v1_286f8cbb0f7e5cec01a888a3,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,242,pipeline_v1_2b6425051d8b4793580dc66d,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,244,pipeline_v1_2d4c60ba9bc3f3c3b78edc37,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,245,pipeline_v1_2df3633c10db550686880ecd,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,246,pipeline_v1_2ffe6c173ca22b29bf59cc0f,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,247,pipeline_v1_34ba7fdb56dbded59b4b2c56,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,248,pipeline_v1_37d46f68fd8830c04c7056d2,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,249,pipeline_v1_3adcc7f5932f91d9d8910bc1,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,250,pipeline_v1_3aed93af1f4d362d015607f3,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,251,pipeline_v1_3dfb73e178b8a938e8392f38,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,252,pipeline_v1_3f01fba5aa0d846da2b037f8,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,253,pipeline_v1_3f798e58712b64dcfa0ff866,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,254,pipeline_v1_406a6aebcc5ab4d3de20bacf,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,255,pipeline_v1_4076732a62b6a24584f99ad9,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,256,pipeline_v1_40d3c27164ed6f382cfb21f8,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,257,pipeline_v1_4412a275a8a93979b17e30ef,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,258,pipeline_v1_454a541ca3a9b7d5699b5607,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,259,pipeline_v1_4763dc26cd1c93481cce4efc,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,260,pipeline_v1_49c8762ca5a1fabe1b9c33d7,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,261,pipeline_v1_4cc5fe2a5ef3b2c2b75b3dc9,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,262,pipeline_v1_4fa9cd91c2728012ac84d802,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,263,pipeline_v1_505707b0f905ed83ce27abb0,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,264,pipeline_v1_50b85a0e0ffec16cf3c0c2d2,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,266,pipeline_v1_5663340048458b0d381de4bf,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,267,pipeline_v1_57b0c8d93b6754fe27d26f2d,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,268,pipeline_v1_595fc9a450b5afbe5296d5be,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,269,pipeline_v1_59a31abb987068c7f5a951d2,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,270,pipeline_v1_5a1224b369ea9f249ad7b1ef,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,271,pipeline_v1_5ebe0830b2866b979da7da4c,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,273,pipeline_v1_66b049aefd596bea384ba0d3,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,274,pipeline_v1_68e100079c7603252458af4e,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,275,pipeline_v1_68ecf9e0e0ea7b17b1b829f8,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,276,pipeline_v1_69de12fda84bbe62e3c17470,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,277,pipeline_v1_6efc39c22e2a221d8a7734ca,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,278,pipeline_v1_771ef7dfc9f716a64b08026f,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,279,pipeline_v1_779e46c0fb17a712cb27e674,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,280,pipeline_v1_77f3730c2cf1a3490b39a37c,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,281,pipeline_v1_782b2d0f9d8fad28c02227a4,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,282,pipeline_v1_7c8e33234b9fd3c5fbc3a9ea,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,283,pipeline_v1_7ce0061484e474d2aed86011,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,284,pipeline_v1_7fdf41cb2e68e21703520e62,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,285,pipeline_v1_83f88ddb7b83a0bfc3bba055,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,286,pipeline_v1_864fc5a08ba88503cdd504f9,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,287,pipeline_v1_87a71f82e3837d2a6ee512ca,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,288,pipeline_v1_8944c4abab1dbeece1d8bd0b,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,289,pipeline_v1_8a83dae85a8a84f7729d7fbb,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,290,pipeline_v1_8d346705033b22ee0bceb8a8,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,291,pipeline_v1_8d9ce35978894f2704c6fbcb,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,292,pipeline_v1_8ea5a62e5f9f75a676e0f902,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,293,pipeline_v1_91dc02f2d4403f64c8b7b35f,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,294,pipeline_v1_92a058cadc640cebdec50438,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,295,pipeline_v1_93fa4040f68477c0e67d774f,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,296,pipeline_v1_997a3c7420a593a20c9e8d13,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,297,pipeline_v1_9c28f1da0966790b24f09237,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,298,pipeline_v1_9c5b1af5139fdef32bb2a6ed,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,299,pipeline_v1_9c808b0980abd8fd594613c8,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,300,pipeline_v1_9c8a0842bc21d6c5b9f6bf54,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,301,pipeline_v1_9dd062ad927492192febe6c6,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,302,pipeline_v1_9f515e4f6a0da90fe5314233,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,303,pipeline_v1_a107025d92d0dec4fdfaf7ab,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,304,pipeline_v1_a5bd57a55839bed085dc2cfe,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,305,pipeline_v1_ac3abd1964b98092ae6b6633,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,306,pipeline_v1_aed5542faca36ba408f42d7c,failed,pipeline_v1,wbc,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,307,pipeline_v1_b1f18a86af3a5f42c19efd4a,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,308,pipeline_v1_b387e17990ff15d1ef122e49,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,309,pipeline_v1_b3abd3bbc0518161d5d5709e,failed,pipeline_v1,min_k_plus_plus,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,310,pipeline_v1_b60d0afc62f14df021627352,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,311,pipeline_v1_bb596f41ed7ae52a5c7678d0,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,312,pipeline_v1_bb71a4b5e4dda8ed4b28ed99,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,313,pipeline_v1_c32be1d857ac9ac7fdf4622e,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,314,pipeline_v1_cb1b2daaf4dca656906b19e2,failed,pipeline_v1,loss,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,315,pipeline_v1_d072e5e6ece4d7e46bb79373,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,316,pipeline_v1_d0b204976ffd6b5734e31ae0,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,317,pipeline_v1_d4097569ea1909a65df348d5,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,318,pipeline_v1_d67b52a01933dffc471822af,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,319,pipeline_v1_da7c9586e8b7beea5f36725d,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,320,pipeline_v1_dcbeba1b49b02c7ca5c2d259,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,321,pipeline_v1_dde91984192159ab86b6fbcc,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,322,pipeline_v1_e436cd75f249e41525135489,failed,pipeline_v1,zlib,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,323,pipeline_v1_e44848257c741bb5037b45aa,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,324,pipeline_v1_e50afdb88ece31b0dd233b75,failed,pipeline_v1,neighborhood,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,325,pipeline_v1_e609dbfa405f9fc9063fb1dc,failed,pipeline_v1,samia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,326,pipeline_v1_ec9462422691497bbc991764,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,327,pipeline_v1_ecf06a07367ee1d4b4a62109,failed,pipeline_v1,min_k,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,328,pipeline_v1_eded9d197beb294d8e015666,failed,pipeline_v1,reference,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,329,pipeline_v1_ee6b95ed243605027fe6d7f3,failed,pipeline_v1,amia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,330,pipeline_v1_f4f6a7ab965a8c03227a9b6a,failed,pipeline_v1,spv_mia,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,331,pipeline_v1_fd8eeaf1272f8ce8056c30e3,failed,pipeline_v1,recall,Got unsupported ScalarType BFloat16
2-firexport_basic_1789247966014.csv,332,theory_v2_bf5af86558fa_0490d51becde7667,failed,theory_v2,neighborhood,An error was encountered. Ending simulation.
2-firexport_basic_1789247966014.csv,338,theory_v2_bf5af86558fa_a424db4e0a4f011f,failed,theory_v2,spv_mia,An error was encountered. Ending simulation.
2-firexport_basic_1789247966014.csv,342,theory_v2_bf5af86558fa_loss_federated_llm_adaptation_v1_35f6a5b35c203655,failed,theory_v2,loss,An error was encountered. Ending simulation.
